

           BASED ON NAD83 (June90 or NMIP94) DATUM           AUG. 6, 1997
         -------------------------------------------
       -  all co-ordinates are in UTM zone 14 unless otherwise stated.
       -  all co-ordinates are NAD83 (June90) unless otherwise stated.
                                                       UTM CO-ORDINATES
       STATION    LOCATION         ZONE  NAD83      EASTING        NORTHING
       7005518      WPG             14   JUNE90    632501.847     5529791.782
       7005519      WPG             14   JUNE90    632542.417     5529877.189
       7005520      WPG             14   JUNE90    632569.445     5529934.091
       7005521      WPG             14   JUNE90    632594.701     5529931.056
       7005522      WPG             14   JUNE90    632697.673     5530152.035
       7005523      WPG             14   JUNE90    632935.157     5530041.356
       7005524      WPG             14   JUNE90    633153.265     5529939.707
       7005525      WPG             14   JUNE90    633372.828     5529837.379
       7005526      WPG             14   JUNE90    632702.750     5529476.329
       7005527      WPG             14   JUNE90    633032.320     5529322.502
       7005528      WPG             14   JUNE90    633038.788     5529334.959
       7005529      WPG             14   JUNE90    633185.238     5529266.604
       7005530      WPG             14   JUNE90    633179.087     5529254.000
       7005531      WPG             14   JUNE90    633224.261     5529351.261
       7005532      WPG             14   JUNE90    633078.005     5529419.203
       7005533      WPG             14   JUNE90    633196.818     5529379.478
       7005534      WPG             14   JUNE90    633429.440     5529255.944
       7005535      WPG             14   JUNE90    633507.472     5529219.693
       7005536      WPG             14   JUNE90    633467.990     5529134.630
       7005537      WPG             14   JUNE90    633546.917     5529304.672
       7005538      WPG             14   JUNE90    633586.776     5529390.542
       7005539      WPG             14   JUNE90    633613.266     5529447.612
       7005540      WPG             14   JUNE90    633616.604     5529454.801
       7005541      WPG             14   JUNE90    633451.892     5529531.564
       7005542      WPG             14   JUNE90    633299.029     5529594.063
       7005543      WPG             14   JUNE90    633271.962     5529537.237
       7005544      WPG             14   JUNE90    633231.265     5529451.796
       7005545      WPG             14   JUNE90    633470.740     5529340.178
       7005546      WPG             14   JUNE90    633510.595     5529426.041
       7005547      WPG             14   JUNE90    633661.537     5529551.608
       7005548      WPG             14   JUNE90    633719.241     5529675.928
       7005549      WPG             14   JUNE90    633555.206     5529752.380
       7005550      WPG             14   JUNE90    633497.121     5529628.233
       7005551      WPG             14   JUNE90    633752.769     5529509.089
       7005552      WPG             14   JUNE90    633810.418     5529633.432
       7005553      WPG             14   JUNE90    633822.574     5529632.067
       7005554      WPG             14   JUNE90    633810.081     5529637.935
       7005555      WPG             14   JUNE90    633718.906     5529680.431
       7005556      WPG             14   JUNE90    633829.209     5529689.905
       7005557      WPG             14   JUNE90    633815.942     5529697.457
       7005558      WPG             14   JUNE90    633724.643     5529740.012
       7005559      WPG             14   JUNE90    633633.108     5529782.675
       7005560      WPG             14   JUNE90    633627.690     5529722.948
       7005561      WPG             14   JUNE90    633262.911     5529892.978
       7005562      WPG             14   JUNE90    633267.161     5529953.233
       7005563      WPG             14   JUNE90    633509.437     5529190.746
       7005564      WPG             14   JUNE90    633580.023     5529157.983
       7005565      WPG             14   JUNE90    633669.947     5529116.243
       7005566      WPG             14   JUNE90    633696.501     5529103.919
       7005567      WPG             14   JUNE90    633715.553     5529140.506
       7005568      WPG             14   JUNE90    633688.998     5529152.827
       7005569      WPG             14   JUNE90    633598.649     5529194.755
       7005570      WPG             14   JUNE90    633526.779     5529228.106
       7005571      WPG             14   JUNE90    633513.374     5529232.407
       7005572      WPG             14   JUNE90    633540.894     5529258.513
       7005573      WPG             14   JUNE90    633613.808     5529224.681
       7005574      WPG             14   JUNE90    633704.503     5529182.599
       7005575      WPG             14   JUNE90    633731.057     5529170.279
       7005576      WPG             14   JUNE90    633771.676     5529248.278
       7005577      WPG             14   JUNE90    633745.115     5529260.587
       7005578      WPG             14   JUNE90    633653.504     5529303.048
       7005579      WPG             14   JUNE90    633577.847     5529338.115
       7005580      WPG             14   JUNE90    633599.681     5529385.149
       7005581      WPG             14   JUNE90    633676.941     5529349.318
       7005582      WPG             14   JUNE90    633769.071     5529306.590
       7005583      WPG             14   JUNE90    633795.628     5529294.274
       7005584      WPG             14   JUNE90    633799.993     5529302.649
       7005585      WPG             14   JUNE90    633773.435     5529314.972
       7005586      WPG             14   JUNE90    633680.080     5529358.271
       7005587      WPG             14   JUNE90    633603.658     5529393.717
       7005588      WPG             14   JUNE90    633625.497     5529440.759
       7005589      WPG             14   JUNE90    633703.990     5529404.169
       7005590      WPG             14   JUNE90    633797.243     5529360.698
       7005591      WPG             14   JUNE90    633801.261     5529368.744
       7005592      WPG             14   JUNE90    633707.878     5529412.264
       7005593      WPG             14   JUNE90    633965.839     5529665.635
       7005594      WPG             14   JUNE90    633937.842     5529674.909
       7005595      WPG             14   JUNE90    633099.093     5530564.091
       7005596      WPG             14   JUNE90    633047.925     5530454.700
       7005597      WPG             14   JUNE90    633522.952     5530499.669
       7005598      WPG             14   JUNE90    633421.065     5530280.733
       7006201      WPG             14   JUNE90    633611.548     5528607.104
       7006202      WPG             14   JUNE90    633599.635     5528598.964
       7006203      WPG             14   JUNE90    633512.540     5528546.532
       7006204      WPG             14   JUNE90    633339.065     5528442.101
       7006205      WPG             14   JUNE90    633165.314     5528337.492
       7006206      WPG             14   JUNE90    632991.507     5528232.859
       7006207      WPG             14   JUNE90    632841.268     5528142.390
       7006208      WPG             14   JUNE90    632808.921     5528122.914
       7006209      WPG             14   JUNE90    632801.657     5527902.642
       7006210      WPG             14   JUNE90    632796.683     5527751.804
       7006211      WPG             14   JUNE90    632789.397     5527530.714
       7006212      WPG             14   JUNE90    633080.006     5527585.200
       7006213      WPG             14   JUNE90    633403.544     5527707.793
       7006214      WPG             14   JUNE90    633590.352     5527778.579
       7006215      WPG             14   JUNE90    633776.601     5527849.151
       7006216      WPG             14   JUNE90    633897.803     5528098.759
       7006217      WPG             14   JUNE90    633836.418     5528261.028
       7006218      WPG             14   JUNE90    633775.154     5528422.880
       7006219      WPG             14   JUNE90    633692.903     5528391.667
       7006220      WPG             14   JUNE90    633679.798     5528386.693
       7006221      WPG             14   JUNE90    633740.949     5528224.769
       7006222      WPG             14   JUNE90    633802.212     5528062.555
       7006223      WPG             14   JUNE90    633709.138     5528027.305
       7006224      WPG             14   JUNE90    633647.768     5528189.377
       7006225      WPG             14   JUNE90    633586.468     5528351.275
       7006226      WPG             14   JUNE90    633514.515     5528541.317
       7006227      WPG             14   JUNE90    633400.215     5528280.592
       7006228      WPG             14   JUNE90    633461.559     5528118.649
       7006229      WPG             14   JUNE90    633522.868     5527956.766
       7006230      WPG             14   JUNE90    633336.113     5527886.047
       7006231      WPG             14   JUNE90    633274.930     5528047.772
       7006232      WPG             14   JUNE90    633213.630     5528209.784
       7006233      WPG             14   JUNE90    633027.054     5528138.979
       7006234      WPG             14   JUNE90    633088.414     5527976.934
       7006235      WPG             14   JUNE90    633149.577     5527815.412
       7006236      WPG             14   JUNE90    632936.627     5527919.799
       7006237      WPG             14   JUNE90    632892.052     5527900.118
       7006238      WPG             14   JUNE90    632880.750     5527749.337
       7006239      WPG             14   JUNE90    632891.559     5527550.954
       7006240      WPG             14   JUNE90    633713.864     5528667.513
       7006241      WPG             14   JUNE90    633711.259     5528674.395
       7006242      WPG             14   JUNE90    633707.451     5528684.458
       7006243      WPG             14   JUNE90    633693.291     5528764.046
       7006244      WPG             14   JUNE90    633729.667     5528758.713
       7006245      WPG             14   JUNE90    633783.584     5528746.525
       7006246      WPG             14   JUNE90    633958.371     5528688.900
       7006247      WPG             14   JUNE90    634061.592     5528654.870
       7006248      WPG             14   JUNE90    634020.168     5528529.379
       7006249      WPG             14   JUNE90    634196.746     5528446.037
       7006250      WPG             14   JUNE90    633921.167     5528576.106
       7006251      WPG             14   JUNE90    633745.536     5528583.809
       7006252      WPG             14   JUNE90    633903.228     5528509.645
       7006253      WPG             14   JUNE90    634178.981     5528379.956
       7006254      WPG             14   JUNE90    634206.115     5528367.194
       7006255      WPG             14   JUNE90    634269.330     5528265.263
       7006256      WPG             14   JUNE90    634320.235     5528241.336
       7006257      WPG             14   JUNE90    634370.628     5528108.213
       7006258      WPG             14   JUNE90    633918.246     5528430.277
       7006259      WPG             14   JUNE90    633779.554     5528493.918
       7006260      WPG             14   JUNE90    633925.286     5528108.875
       7006261      WPG             14   JUNE90    634081.548     5527695.987
       7006262      WPG             14   JUNE90    634054.183     5527685.628
       7006263      WPG             14   JUNE90    633951.123     5527668.349
       7006264      WPG             14   JUNE90    633865.415     5527614.629
       7006265      WPG             14   JUNE90    633777.048     5527559.248
       7006266      WPG             14   JUNE90    633693.316     5527506.775
       7006267      WPG             14   JUNE90    633658.160     5527599.592
       7006268      WPG             14   JUNE90    633580.572     5527570.190
       7006270      WPG             14   JUNE90    633520.563     5527398.515
       7006272      WPG             14   JUNE90    634189.863     5527396.396
       7006273      WPG             14   JUNE90    633975.023     5528475.879
       7006274      WPG             14   JUNE90    632780.343     5527255.943
       7006275      WPG             14   JUNE90    632909.596     5527251.098
       7006276      WPG             14   JUNE90    632999.271     5527335.211
       7006301      WPG             14   JUNE90    627806.573     5523064.205
       7006302      WPG             14   JUNE90    627826.820     5523067.658
       7006303      WPG             14   JUNE90    627842.951     5523498.414
       7006304      WPG             14   JUNE90    627842.159     5523476.432
       7006305      WPG             14   JUNE90    627461.184     5523551.843
       7006306      WPG             14   JUNE90    627183.194     5523613.305
       7006307      WPG             14   JUNE90    627480.591     5523546.950
       7006308      WPG             14   JUNE90    627458.972     5523521.517
       7006309      WPG             14   JUNE90    627471.850     5523594.073
       7006310      WPG             14   JUNE90    628532.570     5525291.340
       7006311      WPG             14   JUNE90    627176.428     5523631.183
       7006312      WPG             14   JUNE90    627200.400     5523605.240
       7006313      WPG             14   JUNE90    627199.138     5523573.276
       7006314      WPG             14   JUNE90    627181.295     5523566.484
       7006315      WPG             14   JUNE90    627127.978     5522917.320
       7006316      WPG             14   JUNE90    627072.163     5522939.809
       7006317      WPG             14   JUNE90    626885.706     5522908.221
       7006318      WPG             14   JUNE90    625681.479     5522803.805
       7006319      WPG             14   JUNE90    628486.768     5523532.491
       7006320      WPG             14   JUNE90    628310.879     5524338.163
       7006321      WPG             14   JUNE90    628516.991     5524336.736
       7006322      WPG             14   JUNE90    628515.543     5524298.350
       7006323      WPG             14   JUNE90    628467.804     5523563.729
       7006324      WPG             14   JUNE90    628487.912     5523562.985
       7006325      WPG             14   JUNE90    628546.855     5525673.475
       7006326      WPG             14   JUNE90    628569.153     5525731.487
       7006327      WPG             14   JUNE90    628762.356     5526058.590
       7006328      WPG             14   JUNE90    628559.988     5526023.622
       7006329      WPG             14   JUNE90    628514.749     5526037.209
       7006330      WPG             14   JUNE90    628346.010     5526061.933
       7006331      WPG             14   JUNE90    628239.666     5526045.026
       7006332      WPG             14   JUNE90    627927.605     5525703.853
       7006333      WPG             14   JUNE90    627241.210     5525337.785
       7006334      WPG             14   JUNE90    627910.004     5525315.299
       7006335      WPG             14   JUNE90    628904.767     5524683.493
       7006336      WPG             14   JUNE90    628929.017     5524679.528
       7006337      WPG             14   JUNE90    628531.140     5524714.399
       7006338      WPG             14   JUNE90    628530.498     5524697.337
       7006339      WPG             14   JUNE90    628525.403     5525100.612
       7006340      WPG             14   JUNE90    628544.771     5525079.799
       7006341      WPG             14   JUNE90    634021.252     5524280.714
       7006342      WPG             14   JUNE90    633984.733     5524346.586
       7006343      WPG             14   JUNE90    633930.383     5524444.691
       7006344      WPG             14   JUNE90    634319.390     5524293.438
       7006345      WPG             14   JUNE90    633845.063     5524273.154
       7006346      WPG             14   JUNE90    634075.308     5524283.003
       7006347      WPG             14   JUNE90    634442.657     5524354.047
       7006348      WPG             14   JUNE90    634407.021     5524708.854
       7006349      WPG             14   JUNE90    634430.871     5524665.752
       7006351      WPG             14   JUNE90    634181.462     5525116.499
       7006352      WPG             14   JUNE90    634328.596     5524850.656
       7006353      WPG             14   JUNE90    634303.557     5524895.828
       7006354      WPG             14   JUNE90    634661.250     5524411.884
       7006355      WPG             14   JUNE90    634596.555     5524530.432
       7006356      WPG             14   JUNE90    634589.067     5524522.809
       7006357      WPG             14   JUNE90    633673.689     5526007.893
       7006358      WPG             14   JUNE90    633768.181     5525865.329
       7006359      WPG             14   JUNE90    633687.295     5526015.341
       7006360      WPG             14   JUNE90    633873.282     5525674.403
       7006361      WPG             14   JUNE90    633955.236     5525525.543
       7006362      WPG             14   JUNE90    634126.224     5525703.095
       7006363      WPG             14   JUNE90    634115.399     5525726.677
       7006364      WPG             14   JUNE90    634858.849     5525837.458
       7006365      WPG             14   JUNE90    634847.999     5525821.791
       7006366      WPG             14   JUNE90    634847.399     5525858.137
       7006367      WPG             14   JUNE90    635083.020     5525887.722
       7006368      WPG             14   JUNE90    635071.371     5525868.053
       7006369      WPG             14   JUNE90    635014.013     5525876.385
       7006370      WPG             14   JUNE90    635139.016     5525827.934
       7006371      WPG             14   JUNE90    635297.157     5525760.831
       7006372      WPG             14   JUNE90    635379.440     5525806.003
       7006373      WPG             14   JUNE90    635427.030     5525601.308
       7006374      WPG             14   JUNE90    635394.389     5525667.816
       7006375      WPG             14   JUNE90    635409.835     5525228.698
       7006376      WPG             14   JUNE90    635457.075     5525383.695
       7006377      WPG             14   JUNE90    635472.033     5525484.487
       7006378      WPG             14   JUNE90    635290.159     5525031.543
       7006379      WPG             14   JUNE90    635093.643     5524750.929
       7006380      WPG             14   JUNE90    635132.792     5524713.606
       7006381      WPG             14   JUNE90    634795.901     5524526.725
       7006382      WPG             14   JUNE90    634822.554     5524541.496
       7006383      WPG             14   JUNE90    634960.079     5524617.773
       7006384      WPG             14   JUNE90    634815.243     5524878.917
       7006385      WPG             14   JUNE90    635041.798     5525506.907
       7006386      WPG             14   JUNE90    635192.631     5525590.540
       7006387      WPG             14   JUNE90    634589.287     5525255.956
       7006388      WPG             14   JUNE90    633992.536     5525457.766
       7006389      WPG             14   JUNE90    634032.429     5525392.639
       7006390      WPG             14   JUNE90    633618.573     5525008.284
       7006391      WPG             14   JUNE90    633508.500     5525202.058
       7006392      WPG             14   JUNE90    633559.400     5525115.508
       7006393      WPG             14   JUNE90    633703.565     5524854.368
       7006394      WPG             14   JUNE90    633748.409     5524808.602
       7006395      WPG             14   JUNE90    633826.784     5524631.791
       7006396      WPG             14   JUNE90    633326.468     5524109.727
       7006397      WPG             14   JUNE90    628900.919     5526726.515    
       7006398      WPG             14   JUNE90    628592.275     5526726.290    
       7006399      WPG             14   JUNE90    628657.647     5526735.825    
       7006400      WPG             14   JUNE90    628674.848     5527236.028    
       7006401      WPG             14   JUNE90    628607.762     5527238.393    
       7006402      WPG             14   JUNE90    629143.880     5527242.460    
       7006403      WPG             14   JUNE90    629157.461     5527241.990    
       7006404      WPG             14   JUNE90    629193.726     5527275.984    
       7006405      WPG             14   JUNE90    629191.918     5527213.393    
       7006406      WPG             14   JUNE90    628689.446     5527662.405    
       7006407      WPG             14   JUNE90    628609.176     5527667.378    
       7006408      WPG             14   JUNE90    628609.917     5527689.614    
       7006409      WPG             14   JUNE90    628560.022     5528009.777    
       7006410      WPG             14   JUNE90    628702.058     5528029.272    
       7006411      WPG             14   JUNE90    628713.525     5528007.564    
       7006412      WPG             14   JUNE90    629256.342     5528434.371
       7006413      WPG             14   JUNE90    629227.589     5528444.147    
       7006414      WPG             14   JUNE90    629255.518     5528410.037    
       7006415      WPG             14   JUNE90    628735.635     5528419.181    
       7006416      WPG             14   JUNE90    628565.313     5528851.920    
       7006417      WPG             14   JUNE90    629189.710     5528813.020    
       7006418      WPG             14   JUNE90    629169.610     5528813.487    
       7006419      WPG             14   JUNE90    629079.526     5528809.555    
       7006420      WPG             14   JUNE90    628408.375     5526702.093    
       7006421      WPG             14   JUNE90    628437.757     5526703.718    
       7006422      WPG             14   JUNE90    628441.802     5526663.675    
       7006423      WPG             14   JUNE90    627970.941     5526677.592    
       7006424      WPG             14   JUNE90    628149.875     5526687.614    
       7006425      WPG             14   JUNE90    627951.115     5526636.144    
       7006426      WPG             14   JUNE90    627939.183     5526200.028    
       7006427      WPG             14   JUNE90    628390.967     5526315.202    
       7006428      WPG             14   JUNE90    628309.308     5526301.013    
       7006429      WPG             14   JUNE90    627654.268     5526619.588    
       7006430      WPG             14   JUNE90    627422.299     5526603.289    
       7006431      WPG             14   JUNE90    627420.858     5526646.821    
       7006432      WPG             14   JUNE90    627374.556     5526549.206    
       7006433      WPG             14   JUNE90    627373.454     5526520.564    
       7006434      WPG             14   JUNE90    627372.706     5526501.105    
       7006435      WPG             14   JUNE90    627293.998     5527790.328    
       7006436      WPG             14   JUNE90    627375.932     5526585.455    
       7006437      WPG             14   JUNE90    626592.733     5526669.483    
       7006438      WPG             14   JUNE90    626604.018     5526989.958    
       7006439      WPG             14   JUNE90    628241.411     5527250.811    
       7006440      WPG             14   JUNE90    628168.334     5527253.442    
       7006441      WPG             14   JUNE90    628065.113     5527257.197    
       7006442      WPG             14   JUNE90    628257.537     5527250.130    
       7006443      WPG             14   JUNE90    627973.792     5527255.903    
       7006444      WPG             14   JUNE90    627971.873     5527260.539    
       7006445      WPG             14   JUNE90    627891.966     5527263.397    
       7006446      WPG             14   JUNE90    627247.508     5527309.717    
       7006447      WPG             14   JUNE90    627262.233     5527701.046    
       7006448      WPG             14   JUNE90    626618.373     5527309.621    
       7006449      WPG             14   JUNE90    626585.684     5527333.705    
       7006450      WPG             14   JUNE90    626595.144     5527342.495    
       7006451      WPG             14   JUNE90    626633.417     5527736.142    
       7006452      WPG             14   JUNE90    626716.093     5527736.134    
       7006453      WPG             14   JUNE90    626619.180     5527332.485    
       7006454      WPG             14   JUNE90    628006.519     5527710.569    
       7006455      WPG             14   JUNE90    627989.487     5527686.801    
       7006456      WPG             14   JUNE90    628275.186     5527678.840    
       7006457      WPG             14   JUNE90    628273.865     5527701.138    
       7006458      WPG             14   JUNE90    628287.499     5528019.384    
       7006459      WPG             14   JUNE90    628020.299     5528029.066    
       7006460      WPG             14   JUNE90    628002.060     5528029.730    
       7006461      WPG             14   JUNE90    627995.975     5528029.963    
       7006462      WPG             14   JUNE90    626370.166     5526368.359    
       7006463      WPG             14   JUNE90    626044.717     5526410.462    
       7006464      WPG             14   JUNE90    626130.160     5526358.824    
       7006465      WPG             14   JUNE90    626062.786     5526309.450    
       7006466      WPG             14   JUNE90    625633.603     5526294.083    
       7006467      WPG             14   JUNE90    625492.047     5526713.137    
       7006468      WPG             14   JUNE90    625608.417     5526705.857    
       7006469      WPG             14   JUNE90    626053.932     5526689.996    
       7006470      WPG             14   JUNE90    626064.504     5527010.210    
       7006471      WPG             14   JUNE90    625573.242     5527026.553    
       7006472      WPG             14   JUNE90    625522.967     5527088.046    
       7006473      WPG             14   JUNE90    625628.632     5527110.608    
       7006474      WPG             14   JUNE90    628443.435     5528854.775
       7006475      WPG             14   JUNE90    633686.512     5528657.177
       7006476      WPG             14   JUNE90    633328.561     5528469.913
       7006477      WPG             14   JUNE90    633339.075     5528442.107
       7006478      WPG             14   JUNE90    632980.972     5528260.675
       7006479      WPG             14   JUNE90    632991.508     5528232.861
       7006480      WPG             14   JUNE90    632138.831     5527786.280
       7006481      WPG             14   JUNE90    627899.117     5525023.312
       7006482      WPG             14   JUNE90    627902.054     5525020.406
       7006483      WPG             14   JUNE90    627221.482     5524763.531
       7006484      WPG             14   JUNE90    627220.678     5524743.455
       7006485      WPG             14   JUNE90    627547.273     5524676.984
       7006486      WPG             14   JUNE90    627651.518     5524664.319
       7006487      WPG             14   JUNE90    627895.019     5524833.383
       7006488      WPG             14   JUNE90    627901.577     5524824.256
       7006489      WPG             14   JUNE90    628858.813     5524316.206
       7006490      WPG             14   JUNE90    628156.675     5524284.035
       7006491      WPG             14   JUNE90    628126.298     5524329.146
       7006492      WPG             14   JUNE90    626918.678     5524326.190
       7006493      WPG             14   JUNE90    626534.965     5524339.008
       7006494      WPG             14   JUNE90    627164.912     5524355.113
       7006495      WPG             14   JUNE90    628283.763     5523516.076
       7006496      WPG             14   JUNE90    628280.628     5523542.514
       7006497      WPG             14   JUNE90    628137.049     5523761.303
       7006498      WPG             14   JUNE90    628147.066     5523737.557
       7006499      WPG             14   JUNE90    627515.357     5524316.629
       7006500      WPG             14   JUNE90    627551.749     5524308.288
       7006501      WPG             14   JUNE90    627949.555     5523494.343
       7006502      WPG             14   JUNE90    626081.023     5522787.716
       7006503      WPG             14   JUNE90    626483.132     5522840.112
       7006504      WPG             14   JUNE90    627121.781     5523152.049
       7006505      WPG             14   JUNE90    627142.722     5523551.465
       7006506      WPG             14   JUNE90    627158.634     5523950.988
       7006507      WPG             14   JUNE90    627159.547     5523973.630
       7006508      WPG             14   JUNE90    627169.911     5523973.272
       7006509      WPG             14   JUNE90    625739.495     5524362.821
       7006510      WPG             14   JUNE90    626336.706     5524346.396
       7006511      WPG             14   JUNE90    625740.576     5524393.279
       7006512      WPG             14   JUNE90    625936.917     5524357.360
       7006513      WPG             14   JUNE90    626519.179     5524371.782
       7006514      WPG             14   JUNE90    626559.574     5524375.305
       7006515      WPG             14   JUNE90    626517.968     5524341.436
       7006516      WPG             14   JUNE90    626736.260     5524329.220
       7006517      WPG             14   JUNE90    626898.399     5524323.803
       7006518      WPG             14   JUNE90    625740.880     5524401.432
       7006519      WPG             14   JUNE90    625755.150     5524801.012
       7006520      WPG             14   JUNE90    625769.435     5525200.702
       7006521      WPG             14   JUNE90    626572.904     5525357.112
       7006522      WPG             14   JUNE90    628750.003     5530898.867
       7006523      WPG             14   JUNE90    628752.440     5530856.674
       7006524      WPG             14   JUNE90    628770.067     5530869.191
       7006525      WPG             14   JUNE90    628838.609     5530341.653
       7006526      WPG             14   JUNE90    628786.484     5529728.590
       7006527      WPG             14   JUNE90    629109.697     5530877.544
       7006528      WPG             14   JUNE90    629113.171     5530876.970
       7006529      WPG             14   JUNE90    629249.955     5529221.070
       7006530      WPG             14   JUNE90    629249.898     5529217.037
       7006531      WPG             14   JUNE90    628716.064     5529205.073
       7006532      WPG             14   JUNE90    629100.809     5530358.665
       7006533      WPG             14   JUNE90    628406.855     5529673.818
       7006534      WPG             14   JUNE90    628397.242     5530356.167
       7006536      WPG             14   JUNE90    632588.922     5523692.898
       7006537      WPG             14   JUNE90    632617.255     5523708.638
       7006538      WPG             14   JUNE90    630850.371     5523228.006
       7006539      WPG             14   JUNE90    630872.618     5523251.179
       7006540      WPG             14   JUNE90    630948.244     5523179.453
       7006541      WPG             14   JUNE90    630916.585     5523148.726
       7006542      WPG             14   JUNE90    630925.376     5522280.073
       7006543      WPG             14   JUNE90    631006.486     5522282.055
       7006545      WPG             14   JUNE90    631227.488     5523184.884
       7006546      WPG             14   JUNE90    631283.728     5523185.980
       7006547      WPG             14   JUNE90    633496.354     5524200.569
       7006548      WPG             14   JUNE90    632182.817     5523030.721
       7006549      WPG             14   JUNE90    631925.085     5522794.980
       7006550      WPG             14   JUNE90    631955.111     5522741.044
       7006551      WPG             14   JUNE90    632222.222     5522959.896
       7006552      WPG             14   JUNE90    631379.869     5522667.954
       7006553      WPG             14   JUNE90    631463.148     5522558.640
       7006554      WPG             14   JUNE90    631464.298     5522556.527
       7006555      WPG             14   JUNE90    631455.234     5522531.279
       7006556      WPG             14   JUNE90    633064.634     5523325.201
       7006557      WPG             14   JUNE90    633050.263     5523317.287
       7006558      WPG             14   JUNE90    633061.730     5523346.643
       7006559      WPG             14   JUNE90    634039.434     5523344.106
       7006560      WPG             14   JUNE90    633256.748     5522913.456
       7006561      WPG             14   JUNE90    633274.475     5522922.912
       7006562      WPG             14   JUNE90    633369.109     5522946.418
       7006563      WPG             14   JUNE90    633037.460     5522791.318
       7006564      WPG             14   JUNE90    633047.325     5522773.786
       7006565      WPG             14   JUNE90    632333.703     5522765.813
       7006566      WPG             14   JUNE90    632325.010     5522740.053
       7006567      WPG             14   JUNE90    632378.327     5523139.322
       7006568      WPG             14   JUNE90    631901.848     5523549.782
       7006569      WPG             14   JUNE90    631839.302     5523550.804
       7006570      WPG             14   JUNE90    632022.848     5523652.448
       7006571      WPG             14   JUNE90    631910.684     5523533.781
       7006573      WPG             14   JUNE90    638314.842     5522728.457
       7006574      WPG             14   JUNE90    638347.332     5522638.207
       7006575      WPG             14   JUNE90    640232.957     5524486.066
       7006576      WPG             14   JUNE90    637671.786     5524330.450
       7006577      WPG             14   JUNE90    640216.244     5524485.729
       7006578      WPG             14   JUNE90    640253.453     5524486.648
       7006579      WPG             14   JUNE90    640154.979     5524410.555
       7006580      WPG             14   JUNE90    640163.978     5524089.331
       7006581      WPG             14   JUNE90    640179.261     5523547.852
       7006582      WPG             14   JUNE90    637704.657     5524334.185
       7006583      WPG             14   JUNE90    638185.709     5522977.841
       7006584      WPG             14   JUNE90    638092.369     5524347.499
       7006585      WPG             14   JUNE90    638122.867     5524348.308
       7006586      WPG             14   JUNE90    639380.618     5524381.229
       7006587      WPG             14   JUNE90    640129.539     5523180.569
       7006588      WPG             14   JUNE90    640130.318     5523153.210
       7006589      WPG             14   JUNE90    639937.384     5523149.281
       7006590      WPG             14   JUNE90    639877.622     5523105.613
       7006591      WPG             14   JUNE90    639893.950     5523173.950
       7006592      WPG             14   JUNE90    639515.073     5523088.676
       7006593      WPG             14   JUNE90    639492.582     5523084.863
       7006594      WPG             14   JUNE90    639529.926     5523302.413
       7006595      WPG             14   JUNE90    639463.537     5523276.361
       7006596      WPG             14   JUNE90    638978.181     5523070.259
       7006597      WPG             14   JUNE90    638710.968     5523145.713
       7006598      WPG             14   JUNE90    638414.669     5523053.755
       7006599      WPG             14   JUNE90    638368.828     5523037.243
       7006600      WPG             14   JUNE90    637742.394     5523324.105
       7006601      WPG             14   JUNE90    637735.269     5523347.460
       7006602      WPG             14   JUNE90    637999.215     5523452.212
       7006603      WPG             14   JUNE90    638019.273     5523459.427
       7006604      WPG             14   JUNE90    638258.347     5523487.804
       7006605      WPG             14   JUNE90    637831.803     5523928.294
       7006606      WPG             14   JUNE90    637913.928     5523950.106
       7006607      WPG             14   JUNE90    637878.464     5523940.646
       7006608      WPG             14   JUNE90    638126.497     5523965.828
       7006609      WPG             14   JUNE90    638147.211     5523980.076
       7006610      WPG             14   JUNE90    638225.505     5523762.648
       7006611      WPG             14   JUNE90    638701.966     5523861.510
       7006612      WPG             14   JUNE90    639101.018     5523537.594
       7006613      WPG             14   JUNE90    639185.917     5523855.097
       7006614      WPG             14   JUNE90    639055.987     5524177.604
       7006615      WPG             14   JUNE90    639056.623     5524153.319
       7006616      WPG             14   JUNE90    638755.754     5524174.353
       7006617      WPG             14   JUNE90    638127.919     5524153.287
       7006618      WPG             14   JUNE90    638097.548     5524147.933
       7006619      WPG             14   JUNE90    639698.225     5522679.093
       7006620      WPG             14   JUNE90    638712.807     5522866.845
       7006621      WPG             14   JUNE90    638711.904     5522901.204
       7006622      WPG             14   JUNE90    638574.687     5522802.173
       7006623      WPG             14   JUNE90    638291.137     5522794.340
       7006624      WPG             14   JUNE90    638572.213     5524476.411
       7006625      WPG             14   JUNE90    638551.762     5524491.122
       7006626      WPG             14   JUNE90    639073.910     5524455.883
       7006627      WPG             14   JUNE90    637527.913     5524663.790
       7006628      WPG             14   JUNE90    637528.827     5524629.098
       7006629      WPG             14   JUNE90    637570.336     5524796.606
       7006630      WPG             14   JUNE90    637578.421     5524799.546
       7006631      WPG             14   JUNE90    637615.426     5524786.951
       7006632      WPG             14   JUNE90    637578.548     5524773.643
       7006633      WPG             14   JUNE90    637756.219     5524863.501
       7006634      WPG             14   JUNE90    637779.200     5524871.829
       7006635      WPG             14   JUNE90    638104.577     5525017.203
       7006636      WPG             14   JUNE90    638128.946     5525017.895
       7006637      WPG             14   JUNE90    638185.164     5524940.957
       7006638      WPG             14   JUNE90    638539.339     5524950.592
       7006639      WPG             14   JUNE90    638546.618     5525417.284
       7006640      WPG             14   JUNE90    638526.537     5525417.957
