

           BASED ON NAD83 (June90 or NMIP94) DATUM           AUG. 6, 1997
         -------------------------------------------
       -  all co-ordinates are in UTM zone 14 unless otherwise stated.
       -  all co-ordinates are NAD83 (June90) unless otherwise stated.
                                                       UTM CO-ORDINATES
       STATION    LOCATION         ZONE  NAD83      EASTING        NORTHING
       7002714      WPG             14   JUNE90    624718.323     5526280.200
       7002715      WPG             14   JUNE90    624022.624     5526542.028
       7002716      WPG             14   JUNE90    624248.512     5526465.911
       7002717      WPG             14   JUNE90    624466.961     5525903.699
       7002718      WPG             14   JUNE90    624489.294     5525905.862
       7002719      WPG             14   JUNE90    624407.739     5525879.602
       7002720      WPG             14   JUNE90    637041.919     5534560.881
       7002721      WPG             14   JUNE90    637048.220     5534540.937
       7002722      WPG             14   JUNE90    636645.532     5534743.742
       7002723      WPG             14   JUNE90    636793.135     5533327.326
       7002724      WPG             14   JUNE90    636805.334     5533344.362
       7002725      WPG             14   JUNE90    637667.109     5533234.601
       7002726      WPG             14   JUNE90    638178.758     5533348.053
       7002727      WPG             14   JUNE90    638123.865     5533374.428
       7002728      WPG             14   JUNE90    636775.671     5533358.710
       7002729      WPG             14   JUNE90    636785.200     5533376.405
       7002730      WPG             14   JUNE90    629110.808     5529732.668
       7002731      WPG             14   JUNE90    628959.576     5529708.696
       7002732      WPG             14   JUNE90    628050.725     5528861.791
       7002733      WPG             14   JUNE90    628046.034     5528732.335
       7002734      WPG             14   JUNE90    628021.353     5528724.400
       7002736      WPG             14   JUNE90    627740.980     5527695.540    
       7002737      WPG             14   JUNE90    627674.554     5527697.911    
       7002738      WPG             14   JUNE90    624161.224     5526495.366
       7002739      WPG             14   JUNE90    624179.407     5526489.184
       7002740      WPG             14   JUNE90    629119.820     5532260.358
       7002741      WPG             14   JUNE90    629100.893     5533602.256
       7002742      WPG             14   JUNE90    629106.342     5533620.546
       7002743      WPG             14   JUNE90    629126.558     5533603.270
       7002744      WPG             14   JUNE90    629103.425     5533334.520
       7002745      WPG             14   JUNE90    629081.407     5533364.382
       7002746      WPG             14   JUNE90    629105.733     5533364.977
       7002747      WPG             14   JUNE90    629111.823     5532993.566
       7002748      WPG             14   JUNE90    629306.840     5532998.323
       7002749      WPG             14   JUNE90    629172.562     5532974.965
       7002750      WPG             14   JUNE90    628865.400     5532967.504
       7002751      WPG             14   JUNE90    628847.518     5532950.735
       7002752      WPG             14   JUNE90    628881.642     5532987.973
       7002753      WPG             14   JUNE90    636719.987     5533859.712
       7002754      WPG             14   JUNE90    636748.708     5533919.196
       7002755      WPG             14   JUNE90    636749.001     5534057.156
       7002756      WPG             14   JUNE90    636748.883     5534015.238
       7002757      WPG             14   JUNE90    636747.749     5534121.332
       7002758      WPG             14   JUNE90    636743.312     5534118.667
       7002759      WPG             14   JUNE90    636726.844     5534217.867
       7002760      WPG             14   JUNE90    636713.667     5534238.169
       7002761      WPG             14   JUNE90    636592.219     5534543.587
       7002762      WPG             14   JUNE90    636613.455     5534533.356
       7002763      WPG             14   JUNE90    636619.148     5534477.089
       7002764      WPG             14   JUNE90    636951.931     5534333.681
       7002765      WPG             14   JUNE90    636927.306     5534328.668
       7002767      WPG             14   JUNE90    637543.403     5534721.715
       7002768      WPG             14   JUNE90    639567.689     5535148.136
       7002769      WPG             14   JUNE90    639474.499     5535135.408
       7002770      WPG             14   JUNE90    639647.544     5535214.777
       7002771      WPG             14   JUNE90    639622.005     5535231.442
       7002772      WPG             14   JUNE90    636991.208     5533696.795
       7002773      WPG             14   JUNE90    636981.721     5533679.050
       7002774      WPG             14   JUNE90    636907.396     5533540.414
       7002775      WPG             14   JUNE90    637139.992     5533974.299
       7002777      WPG             14   JUNE90    637202.871     5534091.525
       7002778      WPG             14   JUNE90    637473.349     5533688.187
       7002779      WPG             14   JUNE90    637951.790     5533773.641
       7002780      WPG             14   JUNE90    637945.136     5533771.337
       7002781      WPG             14   JUNE90    637930.389     5533740.718
       7002782      WPG             14   JUNE90    637904.842     5533687.733
       7002783      WPG             14   JUNE90    639161.366     5533562.749
       7002784      WPG             14   JUNE90    639254.276     5533666.299
       7002785      WPG             14   JUNE90    637891.456     5534557.950
       7002786      WPG             14   JUNE90    637990.079     5534510.350
       7002787      WPG             14   JUNE90    638357.329     5534468.688
       7002788      WPG             14   JUNE90    638979.043     5533278.231
       7002789      WPG             14   JUNE90    638915.685     5533196.556
       7002790      WPG             14   JUNE90    636709.674     5534288.536
       7002791      WPG             14   JUNE90    638311.042     5534355.363
       7002792      WPG             14   JUNE90    639824.066     5534912.952
       7002793      WPG             14   JUNE90    639813.821     5534930.709
       7002794      WPG             14   JUNE90    639836.126     5534931.456
       7002795      WPG             14   JUNE90    640183.726     5534865.214
       7002796      WPG             14   JUNE90    639547.371     5533929.417
       7002797      WPG             14   JUNE90    639528.610     5533905.240
       7002798      WPG             14   JUNE90    639359.831     5533848.945
       7002799      WPG             14   JUNE90    638600.621     5534914.655
       7002800      WPG             14   JUNE90    638538.373     5534802.410
       7002801      WPG             14   JUNE90    638610.414     5534931.176
       7002802      WPG             14   JUNE90    638980.525     5534667.380
       7002803      WPG             14   JUNE90    638927.022     5535287.136
       7002804      WPG             14   JUNE90    639058.036     5535457.288
       7002805      WPG             14   JUNE90    639041.355     5535609.993
       7002806      WPG             14   JUNE90    638013.760     5535308.264
       7002807      WPG             14   JUNE90    638004.573     5535306.959
       7002808      WPG             14   JUNE90    638008.373     5535311.749
       7002809      WPG             14   JUNE90    638423.031     5535813.683
       7002810      WPG             14   JUNE90    638394.644     5535770.257
       7002811      WPG             14   JUNE90    638400.714     5535830.856
       7002812      WPG             14   JUNE90    638443.648     5535881.903
       7002813      WPG             14   JUNE90    638634.622     5536095.406
       7002814      WPG             14   JUNE90    638648.260     5536110.718
       7002815      WPG             14   JUNE90    640402.517     5535114.778
       7002816      WPG             14   JUNE90    640298.773     5535013.705
       7002817      WPG             14   JUNE90    640371.685     5535123.769
       7002818      WPG             14   JUNE90    640421.455     5535102.399
       7002819      WPG             14   JUNE90    640130.093     5535285.249
       7002820      WPG             14   JUNE90    640142.899     5535273.318
       7002821      WPG             14   JUNE90    640126.061     5535284.332
       7002822      WPG             14   JUNE90    639834.001     5535474.943
       7002823      WPG             14   JUNE90    639817.166     5535485.925
       7002824      WPG             14   JUNE90    639216.198     5535877.964
       7002825      WPG             14   JUNE90    639199.393     5535888.867
       7002826      WPG             14   JUNE90    639772.730     5535015.233
       7002827      WPG             14   JUNE90    639721.189     5535048.798
       7002828      WPG             14   JUNE90    639580.826     5535140.351
       7002829      WPG             14   JUNE90    639480.531     5535153.043
       7002830      WPG             14   JUNE90    639390.523     5535005.606
       7002831      WPG             14   JUNE90    639826.690     5535097.999
       7002832      WPG             14   JUNE90    636397.743     5535022.970
       7002833      WPG             14   JUNE90    636344.966     5534870.861
       7002834      WPG             14   JUNE90    638091.026     5518936.334
       7002835      WPG             14   JUNE90    637177.241     5518382.026
       7002836      WPG             14   JUNE90    636149.813     5517809.924
       7002837      WPG             14   JUNE90    636108.276     5518119.609
       7002838      WPG             14   JUNE90    636531.119     5518430.168
       7002839      WPG             14   JUNE90    637218.245     5533167.067
       7002840      WPG             14   JUNE90    637236.322     5533158.331
       7002841      WPG             14   JUNE90    637713.191     5519320.414
       7002842      WPG             14   JUNE90    637420.632     5518517.602
       7002843      WPG             14   JUNE90    637109.851     5520058.399
       7002844      WPG             14   JUNE90    637678.180     5520300.919
       7002845      WPG             14   JUNE90    637383.101     5520650.527
       7002846      WPG             14   JUNE90    636309.880     5535279.510
       7002847      WPG             14   JUNE90    636465.487     5535384.267
       7002848      WPG             14   JUNE90    636451.505     5535369.641
       7002849      WPG             14   JUNE90    635750.580     5534662.875
       7002851      WPG             14   JUNE90    635253.686     5518502.244
       7002852      WPG             14   JUNE90    635238.752     5518528.859
       7002853      WPG             14   JUNE90    635328.695     5518413.729
       7002854      WPG             14   JUNE90    635395.502     5518300.457
       7002855      WPG             14   JUNE90    635591.301     5518309.733
       7002857      WPG             14   JUNE90    635548.444     5518386.421
       7002860      WPG             14   JUNE90    638611.365     5532471.542
       7002861      WPG             14   JUNE90    638470.267     5532539.700
       7002862      WPG             14   JUNE90    637255.326     5533236.505
       7002863      WPG             14   JUNE90    637554.384     5533001.232
       7002864      WPG             14   JUNE90    637589.936     5533074.803
       7002866      WPG             14   JUNE90    638772.936     5533012.247
       7002867      WPG             14   JUNE90    638485.920     5532641.829
       7002868      WPG             14   JUNE90    638465.351     5532562.057
       7002869      WPG             14   JUNE90    637467.348     5520181.030
       7002870      WPG             14   JUNE90    637535.135     5520017.357
       7002871      WPG             14   JUNE90    637448.244     5520170.177
       7002872      WPG             14   JUNE90    637455.522     5520201.889
       7002873      WPG             14   JUNE90    638383.716     5519696.599
       7002874      WPG             14   JUNE90    638156.298     5520040.395
       7002875      WPG             14   JUNE90    638092.782     5520136.401
       7002876      WPG             14   JUNE90    638694.549     5519226.880
       7002877      WPG             14   JUNE90    638214.733     5519308.863
       7002878      WPG             14   JUNE90    638399.194     5519673.251
       7002879      WPG             14   JUNE90    638418.021     5519644.804
       7002880      WPG             14   JUNE90    638394.606     5519631.742
       7002881      WPG             14   JUNE90    638696.820     5519223.469
       7002882      WPG             14   JUNE90    638795.448     5519054.656
       7002883      WPG             14   JUNE90    638734.317     5518881.402
       7002884      WPG             14   JUNE90    638704.512     5518863.155
       7002885      WPG             14   JUNE90    637498.304     5519670.627
       7002887      WPG             14   JUNE90    637679.511     5518293.039
       7002888      WPG             14   JUNE90    637490.574     5518556.558
       7002889      WPG             14   JUNE90    636090.022     5534990.776
       7002890      WPG             14   JUNE90    637673.576     5519391.020
       7002891      WPG             14   JUNE90    637313.226     5519188.648
       7002892      WPG             14   JUNE90    637309.082     5519147.330
       7002893      WPG             14   JUNE90    637224.559     5519088.024
       7002894      WPG             14   JUNE90    636494.886     5535415.090
       7002895      WPG             14   JUNE90    622601.869     5526150.277
       7002896      WPG             14   JUNE90    622601.097     5526133.283
       7002897      WPG             14   JUNE90    622731.559     5526142.724
       7002898      WPG             14   JUNE90    622806.486     5526139.642
       7002899      WPG             14   JUNE90    623002.460     5526503.928
       7002900      WPG             14   JUNE90    622999.120     5526487.312
       7002901      WPG             14   JUNE90    637421.530     5518762.427
       7002902      WPG             14   JUNE90    637435.305     5518731.390
       7002903      WPG             14   JUNE90    637340.953     5518693.230
       7002904      WPG             14   JUNE90    637327.170     5518724.234
       7002907      WPG             14   JUNE90    636370.058     5521315.736
       7002908      WPG             14   JUNE90    636336.635     5521191.776
       7002909      WPG             14   JUNE90    622617.770     5526527.543
       7002910      WPG             14   JUNE90    637009.278     5519539.698
       7002911      WPG             14   JUNE90    636966.181     5519697.240
       7002912      WPG             14   JUNE90    636934.352     5519679.305
       7002913      WPG             14   JUNE90    637945.018     5520532.555
       7002914      WPG             14   JUNE90    637907.307     5520546.382
       7002915      WPG             14   JUNE90    637912.548     5520626.331
       7002916      WPG             14   JUNE90    637914.161     5520601.509
       7002917      WPG             14   JUNE90    637248.797     5520886.959
       7002918      WPG             14   JUNE90    637237.521     5520908.548
       7002919      WPG             14   JUNE90    636839.005     5519923.321
       7002920      WPG             14   JUNE90    636863.271     5519892.233
       7002921      WPG             14   JUNE90    636817.930     5519867.656
       7002922      WPG             14   JUNE90    636801.981     5519886.632
       7002923      WPG             14   JUNE90    635276.718     5518654.340
       7002924      WPG             14   JUNE90    635257.939     5518539.614
       7002925      WPG             14   JUNE90    635310.479     5518401.165
       7002926      WPG             14   JUNE90    635564.518     5518505.027
       7002927      WPG             14   JUNE90    636431.038     5519419.302
       7002928      WPG             14   JUNE90    636967.270     5518762.531
       7002929      WPG             14   JUNE90    622618.507     5526545.828
       7002930      WPG             14   JUNE90    622823.029     5526532.609
       7002931      WPG             14   JUNE90    622841.241     5526531.781
       7002932      WPG             14   JUNE90    622822.350     5526517.373
       7002933      WPG             14   JUNE90    623388.402     5526730.954
       7002934      WPG             14   JUNE90    623392.204     5526645.990
       7002935      WPG             14   JUNE90    622873.764     5526801.980
       7002936      WPG             14   JUNE90    622858.885     5526805.239
       7002937      WPG             14   JUNE90    622837.738     5526809.868
       7002938      WPG             14   JUNE90    622631.553     5526854.765
       7002939      WPG             14   JUNE90    622607.416     5526860.113
       7002940      WPG             14   JUNE90    622193.777     5526950.138
       7002941      WPG             14   JUNE90    622162.763     5526956.860
       7002942      WPG             14   JUNE90    622194.587     5526503.571
       7002943      WPG             14   JUNE90    622193.812     5526485.280
       7002944      WPG             14   JUNE90    622174.535     5526501.043
       7002945      WPG             14   JUNE90    621580.476     5526509.318
       7002946      WPG             14   JUNE90    621623.551     5526186.997
       7002947      WPG             14   JUNE90    621586.296     5526168.611
       7002948      WPG             14   JUNE90    621567.079     5526189.401
       7002949      WPG             14   JUNE90    621598.568     5526940.978
       7002950      WPG             14   JUNE90    620741.822     5526764.377
       7002951      WPG             14   JUNE90    620677.174     5526750.988
       7002952      WPG             14   JUNE90    636823.083     5517956.152
       7002953      WPG             14   JUNE90    636808.116     5517982.723
       7002954      WPG             14   JUNE90    635712.168     5517338.300
       7002955      WPG             14   JUNE90    635619.972     5517113.898
       7002956      WPG             14   JUNE90    635628.122     5517152.129
       7002957      WPG             14   JUNE90    635664.390     5517323.605
       7002958      WPG             14   JUNE90    635613.990     5518283.113
       7002959      WPG             14   JUNE90    635633.800     5518285.883
       7002960      WPG             14   JUNE90    635713.716     5518285.238
       7002961      WPG             14   JUNE90    635633.900     5518251.144
       7002962      WPG             14   JUNE90    635684.577     5518782.497
       7002963      WPG             14   JUNE90    635773.814     5518746.805
       7002964      WPG             14   JUNE90    636237.360     5518997.124
       7002965      WPG             14   JUNE90    636028.296     5518490.070
       7002966      WPG             14   JUNE90    636040.087     5518505.979
       7002967      WPG             14   JUNE90    636023.814     5518447.291
       7002968      WPG             14   JUNE90    636550.354     5518440.877
       7002969      WPG             14   JUNE90    636725.127     5518130.261
       7002970      WPG             14   JUNE90    636495.272     5535464.024
       7002971      WPG             14   JUNE90    636677.283     5518840.058
       7002972      WPG             14   JUNE90    636830.226     5519048.091
       7002973      WPG             14   JUNE90    636831.611     5519070.171
       7002974      WPG             14   JUNE90    636675.700     5519201.654
       7002975      WPG             14   JUNE90    636658.824     5519234.098
       7002976      WPG             14   JUNE90    636705.227     5518871.607
       7002978      WPG             14   JUNE90    637560.309     5521519.464
       7002979      WPG             14   JUNE90    637533.318     5521505.999
       7002980      WPG             14   JUNE90    635578.964     5518383.726
       7002981      WPG             14   JUNE90    635548.217     5518385.570
       7002982      WPG             14   JUNE90    635681.343     5517549.059
       7002983      WPG             14   JUNE90    635650.945     5517808.857
       7002984      WPG             14   JUNE90    636115.900     5519163.335
       7002985      WPG             14   JUNE90    636065.799     5519252.311
       7002986      WPG             14   JUNE90    636216.127     5518985.175
       7002987      WPG             14   JUNE90    636170.121     5519116.618
       7002988      WPG             14   JUNE90    636647.119     5519517.732
       7002989      WPG             14   JUNE90    636614.585     5519415.574
       7002990      WPG             14   JUNE90    636637.593     5519222.163
       7002991      WPG             14   JUNE90    636006.277     5518867.226
       7002992      WPG             14   JUNE90    635643.589     5518627.813
       7002993      WPG             14   JUNE90    636623.326     5519833.507
       7002994      WPG             14   JUNE90    636634.725     5519808.954
       7002995      WPG             14   JUNE90    636769.744     5520426.190
       7002996      WPG             14   JUNE90    636713.643     5520269.815
       7002997      WPG             14   JUNE90    636754.887     5520305.817
       7002998      WPG             14   JUNE90    636744.684     5520222.473
       7002999      WPG             14   JUNE90    636661.139     5519600.075
       7003000      WPG             14   JUNE90    636659.377     5519618.254
       7003001      WPG             14   JUNE90    636607.301     5520639.145
       7003002      WPG             14   JUNE90    636624.772     5520682.385
       7003003      WPG             14   JUNE90    637038.895     5520756.696
       7003004      WPG             14   JUNE90    637721.765     5521145.068
       7003005      WPG             14   JUNE90    637695.743     5521215.898
       7003006      WPG             14   JUNE90    636661.996     5520542.456
       7003007      WPG             14   JUNE90    636710.060     5520531.749
       7003008      WPG             14   JUNE90    637090.757     5522451.298
       7003009      WPG             14   JUNE90    637140.592     5522326.382
       7003010      WPG             14   JUNE90    636276.765     5521808.311
       7003011      WPG             14   JUNE90    635595.132     5521035.595
       7003012      WPG             14   JUNE90    635592.749     5521057.366
       7003013      WPG             14   JUNE90    637121.367     5522468.580
       7003014      WPG             14   JUNE90    635535.284     5521590.351
       7003015      WPG             14   JUNE90    636256.290     5521759.876
       7003016      WPG             14   JUNE90    635611.867     5521161.670
       7003017      WPG             14   JUNE90    637061.813     5521241.147
       7003018      WPG             14   JUNE90    637052.857     5521256.941
       7003019      WPG             14   JUNE90    636916.539     5521457.170
       7003020      WPG             14   JUNE90    636812.963     5521001.523
       7003021      WPG             14   JUNE90    636716.193     5521165.663
       7003022      WPG             14   JUNE90    636725.195     5521149.805
       7003023      WPG             14   JUNE90    636051.392     5520825.661
       7003024      WPG             14   JUNE90    636177.746     5520601.896
       7003025      WPG             14   JUNE90    636157.647     5520609.668
       7003026      WPG             14   JUNE90    635658.731     5520614.541
       7003027      WPG             14   JUNE90    637376.664     5521847.471
       7003028      WPG             14   JUNE90    637356.940     5521821.083
       7003030      WPG             14   JUNE90    636658.152     5521576.046
       7003031      WPG             14   JUNE90    636674.053     5521585.066
       7003032      WPG             14   JUNE90    637266.514     5521920.581
       7003033      WPG             14   JUNE90    637290.956     5521938.817
       7003034      WPG             14   JUNE90    637316.059     5521955.675
       7003035      WPG             14   JUNE90    637306.568     5521910.938
       7003036      WPG             14   JUNE90    637280.622     5521957.299
       7003037      WPG             14   JUNE90    636820.415     5521667.912
       7003038      WPG             14   JUNE90    636832.426     5521646.697
       7003039      WPG             14   JUNE90    635998.926     5519420.957
       7003040      WPG             14   JUNE90    636040.689     5519346.569
       7003041      WPG             14   JUNE90    636024.563     5519501.627
       7003042      WPG             14   JUNE90    635706.558     5518983.152
       7003043      WPG             14   JUNE90    635736.044     5518976.786
       7003044      WPG             14   JUNE90    635733.444     5520334.802
       7003045      WPG             14   JUNE90    635700.450     5520349.749
       7003046      WPG             14   JUNE90    635708.127     5520495.367
       7003047      WPG             14   JUNE90    636144.086     5520375.695
       7003048      WPG             14   JUNE90    636006.235     5520358.472
       7003049      WPG             14   JUNE90    635795.457     5519747.628
       7003050      WPG             14   JUNE90    635838.651     5519772.140
       7003051      WPG             14   JUNE90    636009.073     5519789.806
       7003052      WPG             14   JUNE90    636059.959     5519765.793
       7003053      WPG             14   JUNE90    636156.623     5519703.325
       7003054      WPG             14   JUNE90    636225.418     5519761.657
       7003055      WPG             14   JUNE90    636312.304     5520471.383
       7003056      WPG             14   JUNE90    636317.614     5519813.549
       7003057      WPG             14   JUNE90    636430.212     5519840.839
       7003058      WPG             14   JUNE90    635845.340     5519624.319
       7003059      WPG             14   JUNE90    636408.090     5520991.257
       7003060      WPG             14   JUNE90    636443.576     5520990.362
       7003061      WPG             14   JUNE90    636280.274     5521217.586
       7003062      WPG             14   JUNE90    636267.071     5521222.349
       7003063      WPG             14   JUNE90    636252.078     5521248.769
       7003064      WPG             14   JUNE90    636254.777     5521262.656
       7003065      WPG             14   JUNE90    636387.399     5521321.955
       7003066      WPG             14   JUNE90    635666.106     5520834.612
       7003067      WPG             14   JUNE90    635649.109     5520868.941
       7003068      WPG             14   JUNE90    636479.009     5521373.966
       7003069      WPG             14   JUNE90    636470.272     5525295.093
       7003070      WPG             14   JUNE90    636450.191     5525284.146
       7003071      WPG             14   JUNE90    636630.635     5525400.165
       7003072      WPG             14   JUNE90    636654.139     5525338.133
       7003073      WPG             14   JUNE90    636633.028     5525384.110
       7003074      WPG             14   JUNE90    636658.972     5525178.508
       7003075      WPG             14   JUNE90    636662.031     5525135.897
       7003076      WPG             14   JUNE90    636428.003     5524990.697
       7003077      WPG             14   JUNE90    636407.325     5524996.749
       7003078      WPG             14   JUNE90    635385.747     5523911.319
       7003079      WPG             14   JUNE90    635288.764     5524119.484
       7003080      WPG             14   JUNE90    635707.268     5524084.268
       7003081      WPG             14   JUNE90    635679.437     5518880.818
       7003082      WPG             14   JUNE90    635707.585     5518989.282
       7003083      WPG             14   JUNE90    636046.080     5521720.882
       7003084      WPG             14   JUNE90    636060.429     5521680.042
       7003085      WPG             14   JUNE90    635869.565     5521571.804
       7003086      WPG             14   JUNE90    635723.537     5520397.901
       7003087      WPG             14   JUNE90    635756.801     5520381.847
       7003088      WPG             14   JUNE90    635733.461     5521494.716
       7003089      WPG             14   JUNE90    635597.101     5521298.816
       7003090      WPG             14   JUNE90    636580.024     5521494.948
       7003091      WPG             14   JUNE90    636598.562     5521479.465
       7003092      WPG             14   JUNE90    622173.661     5526480.969
       7003093      WPG             14   JUNE90    622117.931     5526483.428
       7003094      WPG             14   JUNE90    622063.125     5526485.847
       7003095      WPG             14   JUNE90    635706.522     5524092.108
       7003096      WPG             14   JUNE90    635704.516     5524112.604
       7003097      WPG             14   JUNE90    635193.741     5523608.886
       7003098      WPG             14   JUNE90    633704.324     5523833.065
       7003099      WPG             14   JUNE90    633693.494     5523850.014
       7003100      WPG             14   JUNE90    634428.160     5518232.517
       7003101      WPG             14   JUNE90    634136.284     5518044.180
       7003102      WPG             14   JUNE90    634109.237     5518055.264
       7003103      WPG             14   JUNE90    634125.190     5518064.145
       7003104      WPG             14   JUNE90    634051.675     5518469.177
       7003105      WPG             14   JUNE90    634043.778     5518461.345
       7003106      WPG             14   JUNE90    634022.507     5518474.013
       7003107      WPG             14   JUNE90    632666.680     5516864.696
       7003108      WPG             14   JUNE90    632674.714     5516846.388
       7003109      WPG             14   JUNE90    632693.531     5517271.507
       7003110      WPG             14   JUNE90    632693.453     5517242.352
       7003111      WPG             14   JUNE90    634350.011     5518588.366
       7003112      WPG             14   JUNE90    634313.746     5518614.858
       7003113      WPG             14   JUNE90    632594.485     5517798.529
       7003114      WPG             14   JUNE90    632634.411     5517681.997
       7003120      WPG             14   JUNE90    635693.352     5524807.224
       7003121      WPG             14   JUNE90    635698.183     5524855.337
       7003122      WPG             14   JUNE90    635701.124     5524884.440
       7003123      WPG             14   JUNE90    635664.341     5524520.028
       7003124      WPG             14   JUNE90    635664.921     5524526.178
       7003125      WPG             14   JUNE90    635668.393     5524559.349
       7003126      WPG             14   JUNE90    635719.139     5524272.152
       7003127      WPG             14   JUNE90    635692.542     5524234.662
       7003128      WPG             14   JUNE90    635476.873     5523777.293
       7003129      WPG             14   JUNE90    635504.366     5523827.747
       7003130      WPG             14   JUNE90    635389.998     5524068.105
       7003131      WPG             14   JUNE90    635265.615     5524129.717
       7003132      WPG             14   JUNE90    635159.301     5524347.768
       7003133      WPG             14   JUNE90    634833.368     5524193.865
       7003134      WPG             14   JUNE90    634600.012     5524099.357
       7003135      WPG             14   JUNE90    634434.001     5524034.728
       7003136      WPG             14   JUNE90    634335.448     5524025.765
       7003137      WPG             14   JUNE90    634022.461     5524040.509
       7003138      WPG             14   JUNE90    634086.847     5524051.869
       7003139      WPG             14   JUNE90    634049.096     5524032.716
       7003140      WPG             14   JUNE90    633629.003     5523951.084
       7003141      WPG             14   JUNE90    633659.341     5523970.445
       7003142      WPG             14   JUNE90    633687.686     5523981.480
       7003143      WPG             14   JUNE90    636640.867     5524605.516
       7003144      WPG             14   JUNE90    636623.246     5524596.133
       7003145      WPG             14   JUNE90    636468.278     5524916.891
       7003146      WPG             14   JUNE90    636447.657     5524922.860
       7003147      WPG             14   JUNE90    636066.944     5524713.625
       7003148      WPG             14   JUNE90    636074.562     5524699.224
       7003149      WPG             14   JUNE90    635912.157     5525005.280
       7003150      WPG             14   JUNE90    635902.007     5524960.095
       7003151      WPG             14   JUNE90    636296.390     5525200.079
       7003152      WPG             14   JUNE90    636302.366     5525220.643
       7003153      WPG             14   JUNE90    636179.135     5525440.360
       7003154      WPG             14   JUNE90    636109.410     5525542.878
       7003155      WPG             14   JUNE90    635770.840     5525271.764
       7003156      WPG             14   JUNE90    635793.165     5525223.145
       7003157      WPG             14   JUNE90    636242.434     5524312.333
       7003158      WPG             14   JUNE90    636193.630     5524410.115
       7003159      WPG             14   JUNE90    636234.637     5524332.801
       7003160      WPG             14   JUNE90    636240.702     5524385.802
       7003162      WPG             14   JUNE90    632664.103     5515971.362
       7003163      WPG             14   JUNE90    632653.669     5515976.998
       7003164      WPG             14   JUNE90    632652.278     5516004.266
       7003165      WPG             14   JUNE90    632661.383     5516014.007
       7003166      WPG             14   JUNE90    633197.479     5516067.059
       7003167      WPG             14   JUNE90    635675.553     5524631.631
       7003168      WPG             14   JUNE90    635081.370     5524314.974
       7003171      WPG             14   JUNE90    632595.041     5518115.333
       7003172      WPG             14   JUNE90    632517.974     5518208.047
       7003173      WPG             14   JUNE90    632136.384     5517825.234
       7003174      WPG             14   JUNE90    632147.984     5517804.101
       7003175      WPG             14   JUNE90    632017.491     5518226.284
       7003176      WPG             14   JUNE90    632019.637     5518369.506
       7003177      WPG             14   JUNE90    632022.014     5518351.145
       7003179      WPG             14   JUNE90    631990.802     5518372.375
       7003180      WPG             14   JUNE90    631995.540     5518376.800
       7003181      WPG             14   JUNE90    631645.661     5518378.775
       7003182      WPG             14   JUNE90    631629.864     5518388.008
       7003183      WPG             14   JUNE90    631603.743     5518195.670
       7003186      WPG             14   JUNE90    631433.087     5518687.446
       7003187      WPG             14   JUNE90    631431.245     5518759.015
       7003189      WPG             14   JUNE90    632471.183     5518537.513
       7003190      WPG             14   JUNE90    631579.364     5518642.443
       7003191      WPG             14   JUNE90    631579.812     5518624.135
       7003192      WPG             14   JUNE90    631551.908     5518762.130
       7003193      WPG             14   JUNE90    631544.371     5519055.062
       7003194      WPG             14   JUNE90    631568.701     5519055.665
       7003195      WPG             14   JUNE90    631619.309     5519271.741
       7003196      WPG             14   JUNE90    631258.749     5519343.735
       7003197      WPG             14   JUNE90    632089.421     5518661.233
       7003198      WPG             14   JUNE90    632105.395     5518670.106
       7003199      WPG             14   JUNE90    632115.762     5518651.444
       7003200      WPG             14   JUNE90    632330.115     5518770.507
       7003201      WPG             14   JUNE90    632320.369     5518737.225
       7003202      WPG             14   JUNE90    632190.093     5519008.054
       7003203      WPG             14   JUNE90    632173.606     5519004.978
       7003204      WPG             14   JUNE90    632170.297     5519022.928
       7003205      WPG             14   JUNE90    632215.351     5519249.295
       7003206      WPG             14   JUNE90    632199.638     5519250.845
       7003207      WPG             14   JUNE90    632236.963     5519265.450
       7003208      WPG             14   JUNE90    632169.166     5519482.600
       7003209      WPG             14   JUNE90    632214.146     5519523.399
       7003210      WPG             14   JUNE90    632589.309     5518909.619
       7003211      WPG             14   JUNE90    632814.013     5519034.405
       7003212      WPG             14   JUNE90    632872.082     5519042.452
       7003213      WPG             14   JUNE90    632856.284     5519034.984
       7003214      WPG             14   JUNE90    632896.158     5519301.736
       7003215      WPG             14   JUNE90    632964.715     5519553.638
       7003216      WPG             14   JUNE90    632962.234     5519531.393
       7003217      WPG             14   JUNE90    633284.559     5519710.645
       7003218      WPG             14   JUNE90    633422.425     5520301.590
       7003219      WPG             14   JUNE90    632718.281     5518585.928
       7003220      WPG             14   JUNE90    633439.427     5519358.954
       7003221      WPG             14   JUNE90    633411.459     5519343.394
       7003222      WPG             14   JUNE90    633827.425     5518818.430
       7003223      WPG             14   JUNE90    633792.080     5518881.616
       7003224      WPG             14   JUNE90    633664.571     5519111.171
       7003225      WPG             14   JUNE90    633657.273     5519130.081
       7003226      WPG             14   JUNE90    633688.497     5519124.464
       7003227      WPG             14   JUNE90    632597.259     5519657.351
       7003228      WPG             14   JUNE90    632567.152     5519663.718
       7003229      WPG             14   JUNE90    632598.016     5519680.779
       7003230      WPG             14   JUNE90    632997.440     5519847.861
       7003231      WPG             14   JUNE90    632954.300     5519855.647
       7003232      WPG             14   JUNE90    632932.268     5519843.403
